Date Purchased,Quantity,Card,Player,Year,Set,Variation,Number,Category,Condition,Investment,Current Value,Potential Profit,Ladder ID,Slab Serial #,Population,Notes
12/29/2020,1,2020 Donruss Optic  Derrick Henry #95 Raw,Derrick Henry,2020,Donruss Optic ,,95,Football,Raw,20,287.59,267.59,,,,
01/01/2003,1,2002 SP Authentic Tom Brady #1 Raw,Tom Brady,2002,SP Authentic,,1,Football,Raw,325.84,36589.95,36264.11,,,,
12/29/2020,1,2020 Panini Mosaic Old School Jerry Rice #OS4 Raw,Jerry Rice,2020,Panini Mosaic Old School,,OS4,Football,Raw,60,173.96,113.96,,,,
08/15/1999,1,1996-97 Topps Stars:Finest Michael Jordan #124 Raw,Michael Jordan,1996-97,Topps Stars:Finest,,124,Basketball,Raw,100,1712.32,1612.32,,,,
12/30/2020,1,2019-20 Panini Mosaic Dwyane Wade #259 Raw,Dwyane Wade,2019-20,Panini Mosaic,,259,Basketball,Raw,56,41.64,-14.36,,,,
12/31/2021,1,2021 Panini Prizm WNBA: Get Hyped Crystal Dangerfield Get Hyped Green Holo #7 PSA 9,Crystal Dangerfield,2021,Panini Prizm WNBA: Get Hyped,Get Hyped Green Holo,7,Basketball,PSA 9,30,324.54,294.54,,BAC001885153,1,
06/07/1993,1,1990-91 Hoops Joe Dumars #3 Raw,Joe Dumars,1990-91,Hoops,,3,Basketball,Raw,25,20.41,-4.59,,,,
12/29/2021,1,2020-21 Panini Prizm James Wiseman #268 Raw,James Wiseman,2020-21,Panini Prizm,,268,Basketball,Raw,25,0.85,-24.15,,,,K
12/17/2021,1,2021-22 Panini NBA Sticker & Card Collection  Bones Hyland European Edition Draft 2021 Card #104 Raw,Bones Hyland,2021-22,Panini NBA Sticker & Card Collection ,European Edition Draft 2021 Card,104,Basketball,Raw,22,590.27,568.27,,,,
12/29/2020,1,2020 Panini Absolute Lamar Jackson Retail #85 Raw,Lamar Jackson,2020,Panini Absolute,Retail,85,Football,Raw,20,35.08,15.08,,,,
01/01/2021,1,2020 Panini Contenders-Rookie of the Year contenders CeeDee Lamb Rookie of the Year #RY-CDL Raw,CeeDee Lamb,2020,Panini Contenders-Rookie of the Year contenders,Rookie of the Year,RY-CDL,Football,Raw,20,770.84,750.84,,,,
12/29/2021,1,2021 Panini Illusions: Mystique Jaylen Waddle Mystique Orange #MY-8 Raw,Jaylen Waddle,2021,Panini Illusions: Mystique,Mystique Orange,MY-8,Football,Raw,25,308.20,283.20,,,,
12/29/2020,1,2020 Donruss Brett Favre #108 Raw,Brett Favre,2020,Donruss,,108,Football,Raw,30,384.81,354.81,,,,
12/29/2021,1,2021 Panini Prizm WNBA Rennia Davis Lime Green Holo #97 Raw,Rennia Davis,2021,Panini Prizm WNBA,Lime Green Holo,97,Basketball,Raw,55,1004.14,949.14,,,,
10/29/2022,1,2021-22 Topps Project 70 Mike Trout PR8459 #64 Raw,Mike Trout,2021-22,Topps Project 70,PR8459,64,Baseball,Raw,110,157.42,47.42,,,,
12/30/2017,1,2017 Topps Aaron Judge Rookie Image Variation #287 Raw,Aaron Judge,2017,Topps,Rookie Image Variation,287,Baseball,Raw,150,429.53,279.53,,,,Complete  Set
12/30/2017,1,2017 Topps Update Aaron Judge Rookie Allstar Game #US166 Raw,Aaron Judge,2017,Topps Update,Rookie Allstar Game,US166,Baseball,Raw,100,1406.12,1306.12,,,,
12/30/2020,1,2020 Topps Victor Robles #547 Raw,Victor Robles,2020,Topps,,547,Baseball,Raw,15,137.74,122.74,,,,
11/02/2008,1,1963 Topps New York Yankees New York Yankees -1962 #247 Raw,New York Yankees,1963,Topps,New York Yankees -1962,247,Baseball,Raw,50,2605.63,2555.63,,,,
12/30/2017,1,2017 Topps Derek Jeter Derek Jeter Traget Blue Chrome Reprints #DJ-2 PSA 10,Derek Jeter,2017,Topps,Derek Jeter Traget Blue Chrome Reprints,DJ-2,Baseball,PSA 10,250,2895.83,2645.83,,BAC001885156,1,
12/30/1999,1,1998-99 Fleer Tradition Kobe Bryant Michael Jordan Variation  #1 Raw,Kobe Bryant,1998-99,Fleer Tradition,Michael Jordan Variation ,1,Basketball,Raw,100,1414.06,1314.06,,,,
12/30/2020,1,2020 Topps Juan Soto World Series #6 Raw,Juan Soto,2020,Topps,World Series,6,Baseball,Raw,12,106.53,94.53,,,,
09/16/1995,1,"1990-91 NBA Hoops Michael Jordan NBA Hoops All Star Weekend Miami Feb.9-11,1990 #5 Raw",Michael Jordan,1990-91,NBA Hoops,"NBA Hoops All Star Weekend Miami Feb.9-11,1990",5,Basketball,Raw,16,209.82,193.82,,,,
01/10/1988,1,1987 Topps Rodger Clemens Allstar #614 Raw,Rodger Clemens,1987,Topps,Allstar,614,Baseball,Raw,7,122.58,115.58,,,,
12/30/2020,1,2020 Topps Chrome Update Mike Trout All  Star Game #U-69 Raw,Mike Trout,2020,Topps Chrome Update,All  Star Game,U-69,Baseball,Raw,70,310.59,240.59,,,,
12/30/2021,1,2021 Panini Chronicles Draft Picks Davion Mitchell Marquee Rainbow Holo #150 Raw,Davion Mitchell,2021,Panini Chronicles Draft Picks,Marquee Rainbow Holo,150,Basketball,Raw,20,355.06,335.06,,,,
12/30/2020,1,2020 Donruss Optic Lamar Jackson Base #11 Raw,Lamar Jackson,2020,Donruss Optic,Base,11,Football,Raw,24,387.25,363.25,,,,
12/30/2020,1,2020 Topps Attax Aristides Aquino Big League #NNO Raw,Aristides Aquino,2020,Topps Attax,Big League,NNO,Baseball,Raw,6,163.36,157.36,,,,
12/30/2020,1,2020 Sage Hit Tua Tagovailoa Next Level Premier Draft #96 Raw,Tua Tagovailoa,2020,Sage Hit,Next Level Premier Draft,96,Football,Raw,16,13.37,-2.63,,,,
12/30/2021,1,2020-21 Panini Flux Robert Covington Silver Pulsar #150 Raw,Robert Covington,2020-21,Panini Flux,Silver Pulsar,150,Basketball,Raw,22,301.56,279.56,,,,
12/30/2019,1,2019 Panini Mosaic James Harden MVP’s Choice Red Fusion #296 Raw,James Harden,2019,Panini Mosaic,MVP’s Choice Red Fusion,296,Basketball,Raw,20,179.50,159.50,,,,
12/30/2021,1,2021 Panini Prizm WNBA Sue Bird Silver  #65 Raw,Sue Bird,2021,Panini Prizm WNBA,Silver ,65,Basketball,Raw,10,60.42,50.42,,,,
12/30/2021,1,2021 Topps Project 70 Juan Soto Morning Breath #189 Raw,Juan Soto,2021,Topps Project 70,Morning Breath,189,Baseball,Raw,50,87.92,37.92,,,,
02/03/1991,1,1965 Topps Tony Conigliaro Topps 1964 All-Star Rookie #55 Raw,Tony Conigliaro,1965,Topps,Topps 1964 All-Star Rookie,55,Baseball,Raw,1,491.81,490.81,,,,
01/01/2023,1,2022 Topps Opening Day Ryan Mountcastle #Opening Day Raw,Ryan Mountcastle,2022,Topps Opening Day,,Opening Day,Baseball,Raw,65,37.81,-27.19,,,,
01/03/2022,1,2020-21 Panini Mosaic La Liga Ander Barrenetxea Rookie Card #52 Raw,Ander Barrenetxea,2020-21,Panini Mosaic La Liga,Rookie Card,52,Soccer,Raw,20,363.70,343.70,,,,
01/03/2022,1,2021 Leaf Draft Zach Wilson Blue #48 Raw,Zach Wilson,2021,Leaf Draft,Blue,48,Football,Raw,5,37.68,32.68,,,,
01/01/2023,1,2022 Topps Opening Day Nelson Cruz #110 Raw,Nelson Cruz,2022,Topps Opening Day,,110,Baseball,Raw,16,216.24,200.24,,,,
01/03/2022,1,2021 Topps Heritage Miguel Rojas #9 Raw,Miguel Rojas,2021,Topps Heritage,,9,Baseball,Raw,6,102.42,96.42,,,,
01/03/2020,1,2019-20 Topps Match Attax  UEFA Champions League Kostas Manolas Pro Performer Gold #PP10 Raw,Kostas Manolas,2019-20,Topps Match Attax  UEFA Champions League,Pro Performer Gold,PP10,Soccer,Raw,15,432.64,417.64,,,,
